data_index,page,ad_type,ad_rank,organic_rank,asin,title,url,price_current,price_list,rating_stars,rating_count,is_prime,image_small,image_large,brand_name,scraped_at
20,2,Organic,,31.0,0993352278,FROM HOPING TO HAVING: THE ‘3 Rs’ TO CREATE YOUR BEST LIFE : REMEMBER-RESET-RECEIVE : THE ULTIMATE LAW OF ATTRACTION GUIDEBOOK,N/A,,,4.7,270.0,False,https://m.media-amazon.com/images/I/61+u1CPCvlL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61+u1CPCvlL._AC_UY218_.jpg,,2026-04-23T11:36:10.167321
21,2,Organic,,32.0,B0D6N6NKKK,Jordan Poole: Inspiring the Next Generation of Hoopers,N/A,$14.00,,,,False,https://m.media-amazon.com/images/I/51aAadeZfsL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/51aAadeZfsL._AC_UY218_.jpg,,2026-04-23T11:36:10.173534
22,2,SP,3.0,,B0BWBFK5K2,Poole Surname Funny Team Family Last Name Poole T-Shirt,N/A,$21.99,,,,False,https://m.media-amazon.com/images/I/61sKiv15zEL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61sKiv15zEL._AC_UY218_.jpg,,2026-04-23T11:36:10.177166
23,2,Title,,,,Previous123...20Next,,,,,,False,,,,2026-04-23T11:36:10.177814
24,2,SB,2.0,,,N/A,https://aax-us-east-retail-direct.amazon.com/x/c/JJUyMpwfOTeb3xt0-esxXggAAAGduGi_OQEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDIgICBJQT6-/clv1c_ek-wxPHXFbbWDfHXL5sAvQuvcbyIGJfKQi4KqWfMz5-vzDUC8DdoA4aXaAmOELGeJQILAtkIvobFSTZKq-LHKlZ226fzahD8qQluDLth68A6T9Gba2r9kDz1qsl0oGcrIx7e7FS7Cm4GGfsOLfFnycSIal2bknXiEsWq77QpyYcMKfM9Xy_T4uJkQvSYonHsbN2hGYZ_nAbGw9Alrhzgk3AJOcy_RQkhhUZQrvAZa5YWZXBsZq26sQeFEg-_19VqsMJ4qSguB4Jl5LoHsB0pm49Rqklviv4tPDLm0rcOzzZnue3q7LQl68YaCOAgFJlswzXtjiERzKOWehM0FXTaPep6aCje44Gwl4K1apu0EJHuiLEA83KiDGggpdjq8ORloF2XGq6p4bhPk79lEj6OLwaZJ6eGoFQS0HwypsnqN2LdbpugUgov_I2CtSml1tFvweTxkFrVaCqW6fIQpHZ3z9Ue0bYPP4WKmJvZnm89V8azw66XuehQ_4Lh_vT0P7K_SuUhHAvpl5aG44RwuowRDnoP0T-Ldl0p-dpCCrlJ5UT2m9EvEKae6vP_Ik-b2z17IjM-UH5mr3020AMUDWXy7KMde0Qp9NCDBxzwC2ckp9oO8raRxu4KIWa0ov2KgIxhJr7KZqizxV5y7I5eM0bzDl04WQuld-zWPuG7S6waboPImqQJZgVe6DZbjqjnE_r5oBnC7RcWM0ID7JzZriz942LQL3jvB9egW10KuR0gkHfOQEc1bEWMasNNppJL6ch7nYcXSq3QmUmYGhtyx-H1MJHeiqqMAhhr7KQRu6WPEbz3_9MSH2fXG3gMvtzgesukFK_bemEtdlpPR5d12ouqtkmRBZOW7nL9JbNMMwfHqlbLqjsBDpEM-ihevHVeuQIdfKSRog-m4iMIR6Ldgq-1ecgfZbNTP8FFCb--MoCuJmr653SrJMZ5CBFwSo4WuLRoyScla4k2ousQLDep65_FkqFQ4cZYYTZtmhjbyGG-J2z5ulkXq2iqzsomUFTrk7sVVaaRDpL6H4tu-lvePOTD458gTV7ghLrzwxgs7CWt6oThHYWFAz8ywRTQhM95_DE3Sbr70rJ-yEi4gSgoDMqFzSAR69RBz9l9pZy-vP5A88F6pIBdfmfGN38GRt70ECP6Nmocjx1t-g-bL4ANZcJSWGsisbhcNp1hvKJt55z8Sxm7Em0L5ab5vsoxoTMpZrKsDY4H2P48LYWT-BXC0NomZHobaruztWxXq4UHC_v-ZyqSr3jATZDlrfroW0fw53xgRIcjdQCy3WMn7o5YcaUqhUa_I9_Al3Wa6NBUxBPeq8_hzs62DrbOFzFslelC3RoEj6ZoLJG0knYPAn6NvQ1sI1JbxP05-Lq6Gjrj70ZASE694vY68pPf-o9DSgAWbp9RsDchB9xhCrSJSdZwFFROLUwPQRVKUXhIGIlhPPGq8EClpzlDWc45nP1GXJeFk9TUcky8viRoPdsg68FHTwfU8AEB_oc2b8RRPaDCnrK--fAgtIKbm3s5_Z0WdGXKSZ-LV7By2oJ46nb3G8rliT8iUOcQtQNEPexcoKaE9jdKzoCDEUaXEhEIuBHAx2MmoLuDt-JRoN7gHWDx1ioa4oQZPQqZv4rmm3rsmDdyuOQZsMoowbr4tmRyc0nNSMH5nEDqhn1Wk8Dez5UkG2WoqYfi6GAHwNjoKhVlu5U/https://www.amazon.com/stores/page/A1958459-232E-465D-B923-D407FE6D8EBF/?_encoding=UTF8&store_ref=SB_A007107038YI6QUEHN3W9-A0101941HD0M9M654U3P&pd_rd_plhdr=t&aaxitk=17fba36fdb1dddbe16c806662474ee68&hsa_cr_id=2729289180001&lp_asins=B083XN7C21%2CB084GW27SY%2CB084PZ27NV&lp_query=poole&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=0ThD8&content-id=amzn1.sym.cd7c548b-a599-426f-9ffe-daa1aa803c87%3Aamzn1.sym.cd7c548b-a599-426f-9ffe-daa1aa803c87&pf_rd_p=cd7c548b-a599-426f-9ffe-daa1aa803c87&pf_rd_r=RD57BNABY0EYYDCRD3G6&pd_rd_wg=91it7&pd_rd_r=27cd9d11-bafc-4b06-a566-f8493a01b242,,,,,False,,,N/A,2026-04-23T11:36:10.182235
25,2,Title,,,,Need help?Visit the help sectionorcontact us,,,,,,False,,,,2026-04-23T11:36:10.182787
0,3,Title,,,,ResultsCheck each product page for other buying options. Price and other details may vary based on p,,,,,,False,,,,2026-04-23T11:36:24.907332
2,3,Organic,,33.0,B003GZ9OV2,Tenure,N/A,,,4.0,54.0,False,https://m.media-amazon.com/images/I/81vGXGu91KL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81vGXGu91KL._AC_UY218_.jpg,,2026-04-23T11:36:24.910967
3,3,Organic,,34.0,B0FP5J68V5,"Sterile Rigid Yankauer with Poole Tip,1,Each,DYND50180H",N/A,$9.99,,,,False,https://m.media-amazon.com/images/I/21hXeoS5MgL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/21hXeoS5MgL._AC_UY218_.jpg,,2026-04-23T11:36:24.914733
4,3,Organic,,35.0,B0F1V3SQ93,A Grave Gift (Electra Poole Mysteries Book 1),N/A,$0.00,,4.5,619.0,False,https://m.media-amazon.com/images/I/81mSJGRr0ML._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81mSJGRr0ML._AC_UY218_.jpg,,2026-04-23T11:36:24.922123
5,3,Title,,,,The greatest series you've been missing.Sponsored|Shop nowPrevious pageRipple (Breakthrough Book 4)4,,,,,,False,,,,2026-04-23T11:36:24.923968
6,3,Title,,,,More results,,,,,,False,,,,2026-04-23T11:36:24.924127
7,3,Organic,,36.0,B01B8IN496,Old-Fashioned Wooden Lug Box 19×14″ (Qty.5),N/A,$109.99,,5.0,1.0,False,https://m.media-amazon.com/images/I/61ax46SJXkL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61ax46SJXkL._AC_UY218_.jpg,,2026-04-23T11:36:24.929903
8,3,Organic,,37.0,0192885081,Pooles Casebook on Contract Law 16th Edition,N/A,$52.99,,4.5,15.0,False,https://m.media-amazon.com/images/I/71KdntvBMJL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71KdntvBMJL._AC_UY218_.jpg,,2026-04-23T11:36:24.935695
9,3,Organic,,38.0,B0GG27GX8P,Absolutely Poole-ish: Aunt Granny and Brake Pad Jesus escapades,N/A,$0.00,,5.0,1.0,False,https://m.media-amazon.com/images/I/81qbkMBigxL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81qbkMBigxL._AC_UY218_.jpg,,2026-04-23T11:36:24.942084
10,3,Organic,,39.0,1590212290,Dirty Poole: A Sensual Memoir,N/A,$19.39,,3.7,43.0,False,https://m.media-amazon.com/images/I/71ULuZal1uL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71ULuZal1uL._AC_UY218_.jpg,,2026-04-23T11:36:24.950003
